Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"42mm, 64GB, GPS, Aluminium",550,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,64.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"42mm, 64GB, GPS & Cellular, Aluminium",625,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"42mm, 64GB, GPS & Cellular, Titanium",1000,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"46mm, 64GB, GPS, Aluminium",575,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,64.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"46mm, 64GB, GPS & Cellular, Aluminium",750,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 10,"46mm, 64GB, GPS & Cellular, Titanium",1050,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 10 Hermes,"42mm, 64GB, GPS & Cellular, Titanium",1000,Watch Series 10 Hermes,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 10 Hermes,"46mm, 64GB, GPS & Cellular, Titanium",1095,Watch Series 10 Hermes,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"42mm, GPS, Aluminium",950,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"42mm, GPS & Cellular, Aluminium",1225,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"42mm, GPS & Cellular, Titanium",1700,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"46mm, GPS, Aluminium",1050,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"46mm, GPS & Cellular, Aluminium",1325,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11,"46mm, GPS & Cellular, Titanium",1825,Watch Series 11,2025.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11 Hermes,"42mm, GPS & Cellular, Titanium",2050,Watch Series 11 Hermes,2025.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 11 Hermes,"46mm, GPS & Cellular, Titanium",2150,Watch Series 11 Hermes,2025.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"40mm, 1GB/16GB, GPS, Aluminium",50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,16.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"40mm, 1GB/32GB, GPS & Cellular, Aluminium",50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"40mm, 1GB/32GB, GPS & Cellular, Stainless Steel",50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"44mm, 1GB/32GB, GPS, Aluminium",75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"44mm, 1GB/32GB, GPS & Cellular, Aluminium",75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 5,"44mm, 1GB/32GB, GPS & Cellular, Stainless Steel",75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"40mm, 1GB/32GB, GPS, Aluminium",125,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"40mm, 1GB/32GB, GPS & Cellular, Aluminium",175,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"40mm, 1GB/32GB, GPS & Cellular, Stainless Steel",175,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"44mm, 1GB/32GB, GPS, Aluminium",150,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"44mm, 1GB/32GB, GPS & Cellular, Aluminium",225,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 6,"44mm, 1GB/32GB, GPS & Cellular, Stainless Steel",225,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"41mm, 1GB/32GB, GPS, Aluminium",175,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"41mm, 1GB/32GB, GPS & Cellular, Aluminium",250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"41mm, 1GB/32GB, GPS & Cellular, Stainless Steel",250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"41mm, GPS, Titanium",215,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"41mm, GPS & Cellular, Titanium",285,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"45mm, 1GB/32GB, GPS, Aluminium",250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"45mm, 1GB/32GB, GPS & Cellular, Aluminium",300,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"45mm, 1GB/32GB, GPS & Cellular, Stainless Steel",300,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"45mm, GPS, Titanium",285,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 7,"45mm, GPS & Cellular, Titanium",335,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"41mm, 1GB/32GB, GPS, Aluminium",250,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"41mm, 1GB/32GB, GPS & Cellular, Aluminium",325,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"41mm, 1GB/32GB, GPS & Cellular, Stainless Steel",425,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"45mm, 1GB/32GB, GPS, Aluminium",300,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"45mm, 1GB/32GB, GPS & Cellular, Aluminium",350,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 8,"45mm, 1GB/32GB, GPS & Cellular, Stainless Steel",525,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"41mm, 1GB/64GB, GPS, Aluminium",425,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,64.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"41mm, 1GB/64GB, GPS & Cellular, Aluminium",550,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"41mm, 1GB/64GB, GPS & Cellular, Stainless Steel",675,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,1.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"45mm, 1GB/64GB, GPS, Aluminium",500,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,64.0,,gps,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"45mm, 1GB/64GB, GPS & Cellular, Aluminium",575,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Series 9,"45mm, 1GB/64GB, GPS & Cellular, Stainless Steel",775,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,1.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 1,"49mm, 32GB, GPS & Cellular, Titanium",800,Watch Ultra 1,2022.0,Apple Watch,Apple Watch Ultra,1.0,,49.0,,,,32.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 2 (2024),"49mm, 1GB/64GB, Titanium",1170,Watch Ultra 2 (2024),2024.0,Apple Watch,Apple Watch Ultra 2,2.0,2024,49.0,,,1.0,64.0,,,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 2,"49mm, 1GB/64GB, GPS & Cellular, Titanium",1150,Watch Ultra 2,2023.0,Apple Watch,Apple Watch Ultra 2,2.0,,49.0,,,1.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 2 Hermes,"49mm, 2GB/64GB, GPS & Cellular, Titanium",1170,Watch Ultra 2 Hermes,2023.0,Apple Watch,Apple Watch Ultra 2,2.0,,49.0,,,2.0,64.0,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 3,"49mm, GPS & Cellular, Titanium",1900,Watch Ultra 3,2025.0,Apple Watch,Apple Watch Ultra,1.0,,49.0,,,,,,Cellular,
,Trade-in Platform,CompAsia,Watch,Watch Ultra 3 Hermes,"49mm, GPS & Cellular, Titanium",2550,Watch Ultra 3 Hermes,2025.0,Apple Watch,Apple Watch Ultra,1.0,,49.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch SE (2nd Gen),40mm GPS & Cellular,210,Watch SE (2nd Gen),2022.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch SE (2nd Gen),44mm GPS & Cellular,250,Watch SE (2nd Gen),2022.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch SE (2nd Gen),40mm GPS,180,Watch SE (2nd Gen),2022.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch SE (2nd Gen),44mm GPS,210,Watch SE (2nd Gen),2022.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch SE,40mm GPS & Cellular,90,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,40.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch SE,44mm GPS & Cellular,110,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,44.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch SE,40mm GPS,70,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,40.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch SE,44mm GPS,90,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,44.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,42mm (Aluminium) GPS & Cellular,640,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,46mm (Aluminium) GPS & Cellular,750,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,42mm (Aluminium) GPS,450,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,46mm (Aluminium) GPS,550,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,42mm (Titanium) GPS & Cellular,800,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,42.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 10,46mm (Titanium) GPS & Cellular,900,Watch Series 10,2024.0,Apple Watch,Apple Watch SE,,,46.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 4,40mm GPS & Cellular,50,Watch Series 4,2018.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 4,44mm GPS & Cellular,60,Watch Series 4,2018.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 4,40mm GPS,40,Watch Series 4,2018.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 4,44mm GPS,50,Watch Series 4,2018.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 5,40mm GPS & Cellular,80,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 5,44mm GPS & Cellular,90,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 5,40mm GPS,70,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 5,44mm GPS,80,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 6,40mm GPS & Cellular,200,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 6,44mm GPS & Cellular,240,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 6,40mm GPS,150,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 6,44mm GPS,170,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 7,41mm GPS & Cellular,280,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 7,45mm GPS & Cellular,330,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 7,41mm GPS,210,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 7,45mm GPS,250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 8,41mm GPS & Cellular,350,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 8,45mm GPS & Cellular,380,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 8,41mm GPS,280,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 8,45mm GPS,330,Watch Series 8,2022.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,41mm (Aluminium) GPS & Cellular,500,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,45mm (Aluminium) GPS & Cellular,570,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,41mm (Aluminium) GPS,400,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,45mm (Aluminium) GPS,450,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,gps,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,41mm (Stainless Steel) GPS & Cellular,690,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Series 9,45mm (Stainless Steel) GPS & Cellular,790,Watch Series 9,2023.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Ultra,49mm GPS & Cellular,830,Watch Ultra,2022.0,Apple Watch,Apple Watch Ultra,1.0,,49.0,,,,,,Cellular,
,Retailer Trade-in,iTworld,Watch,Watch Ultra 2,49mm GPS & Cellular,1180,Watch Ultra 2,2023.0,Apple Watch,Apple Watch Ultra 2,2.0,,49.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE,40mm (Aluminium) GPS,70,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,40.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE,44mm (Aluminium) GPS,85,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,44.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE,40mm (Aluminium) GPS & Cellular,85,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE,44mm (Aluminium) GPS & Cellular,110,Watch SE,2020.0,Apple Watch,Apple Watch SE,4.0,,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE (2022),40mm (Aluminium) GPS,150,Watch SE (2022),2022.0,Apple Watch,Apple Watch SE,,2022,40.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE (2022),44mm (Aluminium) GPS,175,Watch SE (2022),2022.0,Apple Watch,Apple Watch SE,,2022,44.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE (2022),40mm (Aluminium) GPS & Cellular,175,Watch SE (2022),2022.0,Apple Watch,Apple Watch SE,,2022,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE (2022),44mm (Aluminium) GPS & Cellular,225,Watch SE (2022),2022.0,Apple Watch,Apple Watch SE,,2022,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE 3 (2025),40mm (Aluminium) GPS,575,Watch SE 3 (2025),2025.0,Apple Watch,Apple Watch SE,3.0,2025,40.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE 3 (2025),44mm (Aluminium) GPS,675,Watch SE 3 (2025),2025.0,Apple Watch,Apple Watch SE,3.0,2025,44.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch SE 3 (2025),40mm (Aluminium) GPS & Cellular,700,Watch SE 3 (2025),2025.0,Apple Watch,Apple Watch SE,3.0,2025,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch SE 3 (2025),44mm (Aluminium) GPS & Cellular,775,Watch SE 3 (2025),2025.0,Apple Watch,Apple Watch SE,3.0,2025,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 5,40 mm (Aluminium) GPS,50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 5,44 mm (Aluminium) GPS,75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 5,40 mm (Aluminium) GPS & Cellular,50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 5,44 mm (Aluminium) GPS & Cellular,75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 5,40 mm (Stainless Steel) GPS & Cellular,50,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 5,44 mm (Stainless Steel) GPS & Cellular,75,Watch Series 5,2019.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 6,40mm (Aluminium) GPS,125,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 6,44mm (Aluminium) GPS,150,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 6,40mm (Aluminium) GPS & Cellular,175,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 6,44mm (Aluminium) GPS & Cellular,225,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 6,40mm (Stainless Steel) GPS & Cellular,175,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,40.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 6,44mm (Stainless Steel) GPS & Cellular,225,Watch Series 6,2020.0,Apple Watch,Apple Watch SE,,,44.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 7,41mm (Aluminium) GPS,175,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 7,45mm (Aluminium) GPS,250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,gps,
,Retailer Trade-in,Machines,Watch,Watch Series 7,41mm (Aluminium) GPS & Cellular,250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 7,45mm (Aluminium) GPS & Cellular,300,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,45.0,,,,,,Cellular,
,Retailer Trade-in,Machines,Watch,Watch Series 7,41mm (Stainless Steel) GPS & Cellular,250,Watch Series 7,2021.0,Apple Watch,Apple Watch SE,,,41.0,,,,,,Cellular,
