Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Trade-in Platform,CompAsia,Mac,iMac i5 3.1GHz 27 inch (Early 2019),512GB SSD,500,iMac i5 3.1GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.1GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.1GHz 27 inch (Mid 2020),256GB SSD,650,iMac i5 3.1GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.1GHz,i5,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.3GHz 27 inch (Mid 2020),1TB SSD,825,iMac i5 3.3GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.3GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.3GHz 27 inch (Mid 2020),2TB SSD,950,iMac i5 3.3GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.3GHz,i5,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.3GHz 27 inch (Mid 2020),512GB SSD,775,iMac i5 3.3GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.3GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.4GHz 27 inch (Mid 2017),1TB Fusion Drive,375,iMac i5 3.4GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.4GHz,i5,,1024.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.4GHz 27 inch (Mid 2017),1TB SSD,375,iMac i5 3.4GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.4GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.4GHz 27 inch (Mid 2017),256GB SSD,275,iMac i5 3.4GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.4GHz,i5,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.4GHz 27 inch (Mid 2017),2TB Fusion Drive,425,iMac i5 3.4GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.4GHz,i5,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.4GHz 27 inch (Mid 2017),512GB SSD,300,iMac i5 3.4GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.4GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),1TB Fusion Drive,375,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,1024.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),1TB SSD,375,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),256GB SSD,275,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),2TB Fusion Drive,425,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),3TB Fusion Drive,450,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,3072.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.5GHz 27 inch (Mid 2017),512GB SSD,300,iMac i5 3.5GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.5GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.7GHz 27 inch (Early 2019),1TB SSD,625,iMac i5 3.7GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.7GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.7GHz 27 inch (Early 2019),2TB Fusion Drive,625,iMac i5 3.7GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.7GHz,i5,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.7GHz 27 inch (Early 2019),2TB SSD,675,iMac i5 3.7GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.7GHz,i5,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.7GHz 27 inch (Early 2019),3TB Fusion Drive,750,iMac i5 3.7GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.7GHz,i5,,3072.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.7GHz 27 inch (Early 2019),512GB SSD,625,iMac i5 3.7GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.7GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.8GHz 27 inch (Mid 2017),1TB SSD,375,iMac i5 3.8GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.8GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.8GHz 27 inch (Mid 2017),2TB Fusion Drive,425,iMac i5 3.8GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.8GHz,i5,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.8GHz 27 inch (Mid 2017),2TB SSD,425,iMac i5 3.8GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.8GHz,i5,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.8GHz 27 inch (Mid 2017),3TB Fusion Drive,450,iMac i5 3.8GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.8GHz,i5,,3072.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i5 3.8GHz 27 inch (Mid 2017),512GB SSD,300,iMac i5 3.8GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,3.8GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 3.8GHz 27 inch (Mid 2020),1TB SSD,975,iMac i7 3.8GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.8GHz,i7,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 3.8GHz 27 inch (Mid 2020),2TB SSD,1025,iMac i7 3.8GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.8GHz,i7,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 3.8GHz 27 inch (Mid 2020),4TB SSD,1250,iMac i7 3.8GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.8GHz,i7,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 3.8GHz 27 inch (Mid 2020),512GB SSD,875,iMac i7 3.8GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.8GHz,i7,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 3.8GHz 27 inch (Mid 2020),8TB SSD,1650,iMac i7 3.8GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.8GHz,i7,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),1TB Fusion Drive,400,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,1024.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),1TB SSD,400,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),256GB SSD,275,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),2TB Fusion Drive,425,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),2TB SSD,425,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),3TB Fusion Drive,450,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,3072.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i7 4.2GHz 27 inch (Mid 2017),512GB SSD,300,iMac i7 4.2GHz 27 inch (Mid 2017),2017.0,Mac,iMac,,Mid 2017,27.0,4.2GHz,i7,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),1TB Fusion Drive,1100,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,1024.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),1TB SSD,1175,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),256GB SSD,850,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),2TB Fusion Drive,1275,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,2048.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),2TB SSD,1350,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),3TB Fusion Drive,1425,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,3072.0,Fusion Drive,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Early 2019),512GB SSD,975,iMac i9 3.6GHz 27 inch (Early 2019),2019.0,Mac,iMac,,Early 2019,27.0,3.6GHz,i9,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Mid 2020),1TB SSD,1275,iMac i9 3.6GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.6GHz,i9,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Mid 2020),2TB SSD,1475,iMac i9 3.6GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.6GHz,i9,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Mid 2020),4TB SSD,1650,iMac i9 3.6GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.6GHz,i9,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Mid 2020),512GB SSD,1175,iMac i9 3.6GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.6GHz,i9,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac i9 3.6GHz 27 inch (Mid 2020),8TB SSD,1775,iMac i9 3.6GHz 27 inch (Mid 2020),2020.0,Mac,iMac,,Mid 2020,27.0,3.6GHz,i9,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),1TB SSD,675,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),256GB SSD,575,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),512GB SSD,575,iMac M1 8-Core CPU and 7-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),1TB SSD,725,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),256GB SSD,650,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),2TB SSD,725,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),512GB SSD,725,iMac M1 8-Core CPU and 8-Core GPU 24 inch (Early 2021),2021.0,Mac,iMac,,Early 2021,24.0,,M1 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),1TB SSD,3250,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),256GB SSD,2650,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),2TB SSD,3725,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),512GB SSD,2950,iMac M3 8-Core CPU and 10-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),1TB SSD,2800,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),256GB SSD,2175,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),512GB SSD,2500,iMac M3 8-Core CPU and 8-Core GPU 24 inch (Late 2023),2023.0,Mac,iMac,,Late 2023,24.0,,M3 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),1TB SSD,3575,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),256GB SSD,2725,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),2TB SSD,3925,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),512GB SSD,3200,iMac M4 10-Core CPU and 10 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),1TB SSD,3200,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),256GB SSD,2450,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),512GB SSD,2825,iMac M4 8-Core CPU and 8 Core GPU 24 inch (Late 2024),2024.0,Mac,iMac,,Late 2024,24.0,,M4 ,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),1TB SSD,750,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.3GHz,,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),2TB SSD,850,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.3GHz,,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),4TB SSD,950,iMac Pro Xeon W 2.3GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.3GHz,,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),1TB SSD,900,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.5GHz,,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),2TB SSD,975,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.5GHz,,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),4TB SSD,1050,iMac Pro Xeon W 2.5GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,2.5GHz,,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),1TB SSD,950,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.0GHz,,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),2TB SSD,975,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.0GHz,,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),4TB SSD,1000,iMac Pro Xeon W 3.0GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.0GHz,,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),1TB SSD,750,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.2GHz,,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),2TB SSD,850,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.2GHz,,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),4TB SSD,950,iMac Pro Xeon W 3.2GHz 27 inch (Late 2017),2017.0,Mac,iMac Pro,,Late 2017,27.0,3.2GHz,,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i3 1.1GHz 13 inch (Early 2020),1TB SSD,350,MacBook Air i3 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i3,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i3 1.1GHz 13 inch (Early 2020),256GB SSD,345,MacBook Air i3 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i3,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i3 1.1GHz 13 inch (Early 2020),2TB SSD,420,MacBook Air i3 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i3,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i3 1.1GHz 13 inch (Early 2020),512GB SSD,350,MacBook Air i3 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i3,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.1GHz 13 inch (Early 2020),1TB SSD,475,MacBook Air i5 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i5,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.1GHz 13 inch (Early 2020),256GB SSD,450,MacBook Air i5 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i5,,256.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.1GHz 13 inch (Early 2020),2TB SSD,550,MacBook Air i5 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i5,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.1GHz 13 inch (Early 2020),512GB SSD,475,MacBook Air i5 1.1GHz 13 inch (Early 2020),2020.0,Mac,MacBook Air,,Early 2020,13.0,1.1GHz,i5,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.6GHz 13 inch (Late 2018),128GB SSD,400,MacBook Air i5 1.6GHz 13 inch (Late 2018),2018.0,Mac,MacBook Air,,Late 2018,13.0,1.6GHz,i5,,128.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.6GHz 13 inch (Late 2018),1.5TB SSD,500,MacBook Air i5 1.6GHz 13 inch (Late 2018),2018.0,Mac,MacBook Air,,Late 2018,13.0,1.6GHz,i5,,1536.0,SSD,,
,Trade-in Platform,CompAsia,Mac,MacBook Air i5 1.6GHz 13 inch (Late 2018),256GB SSD,400,MacBook Air i5 1.6GHz 13 inch (Late 2018),2018.0,Mac,MacBook Air,,Late 2018,13.0,1.6GHz,i5,,256.0,SSD,,
